Date,Open,High,Low,Close,Adj Close,Volume
2018-11-06,468768.218750,472104.156250,467799.500000,472190.000000,472190.000000,343493023320
2018-11-07,472737.375000,475398.656250,472723.500000,472684.187500,472684.187500,357673105100
2018-11-08,472114.500000,473769.687500,468106.875000,470541.625000,470541.625000,340144764402
2018-11-09,469730.875000,469287.781250,462961.593750,462829.750000,462829.750000,315057513600
2018-11-10,462866.687500,466574.062500,462807.281250,464540.250000,464540.250000,268561593600
2018-11-11,464859.906250,465557.156250,461301.750000,465104.406250,465104.406250,285758394730
2018-11-12,465139.968750,467847.500000,463837.281250,464650.343750,464650.343750,313286210330
2018-11-13,464790.375000,462823.718750,458803.375000,461472.187500,461472.187500,326815269988
2018-11-14,460873.531250,460636.000000,399751.750000,415338.906250,415338.906250,535531577730
2018-11-15,415179.656250,417580.125000,385410.718750,406102.968750,406102.968750,505622820638
2018-11-16,405908.093750,406780.468750,394741.156250,400240.593750,400240.593750,378975748631
2018-11-17,400458.125000,400458.125000,396221.375000,399806.375000,399806.375000,309745143426
2018-11-18,400195.781250,405844.125000,400195.781250,403685.625000,403685.625000,298602491531
2018-11-19,403487.500000,403487.500000,346195.406250,349285.875000,349285.875000,504736494237
2018-11-20,348743.812500,354216.531250,305092.750000,317974.812500,317974.812500,601990613250
2018-11-21,318951.187500,333215.906250,310264.343750,327573.250000,327573.250000,435617901360
2018-11-22,328242.343750,329236.843750,309283.781250,309305.031250,309305.031250,323717017650
2018-11-23,308933.781250,310632.156250,295984.250000,307237.968750,307237.968750,344299244306
2018-11-24,307278.968750,311901.187500,267847.218750,273888.531250,273888.531250,330260392000
2018-11-25,273889.937500,291126.062500,253119.578125,283291.343750,283291.343750,482209275844
